date,campaign,campaign_type,impressions,clicks,conversions,spend,revenue,channel,frequency,reach,roas
2025-07-05,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,20167,585,13.0,630.25,2868.16,Meta Ads,5.88,15363,4.550829036096787
2025-07-06,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,16637,603,23.0,497.17,1931.79,Meta Ads,3.53,13989,3.885572339441237
2025-07-07,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,17355,273,6.0,469.99,1547.54,Meta Ads,1.55,48860,3.2927083554969254
2025-07-08,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,12549,343,11.0,510.94,2112.02,Meta Ads,7.55,39260,4.133596899831683
2025-07-09,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,10363,476,15.0,520.69,1848.07,Meta Ads,5.13,15138,3.5492711594230726
2025-07-10,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,0,0,0.0,0.0,0.0,Meta Ads,6.27,40472,
2025-07-11,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,8530,326,8.0,520.14,2315.83,Meta Ads,2.68,24852,4.452320529088323
2025-07-12,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,26578,823,25.0,579.89,1950.75,Meta Ads,6.33,33971,3.3640000689785996
2025-07-13,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,9672,297,9.0,455.69,1938.16,Meta Ads,6.8,40290,4.2532423357984595
2025-07-14,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,31479,468,14.0,597.94,1725.76,Meta Ads,4.02,32621,2.8861758704886773
2025-07-15,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,16135,339,8.0,456.61,1883.7,Meta Ads,5.0,22618,4.125402422198375
2025-07-16,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,10883,369,9.0,594.56,2157.54,Meta Ads,7.8,26619,3.628801130247578
2025-07-17,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,9881,450,14.0,586.48,1943.24,Meta Ads,6.93,47063,3.3133951711908334
2025-07-18,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,12089,257,6.0,451.96,2084.45,Meta Ads,4.11,19004,4.612023187892734
2025-07-19,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,12333,406,12.0,500.16,1882.61,Meta Ads,5.65,21220,3.7640155150351884
2025-07-20,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,36315,488,10.0,585.85,2137.73,Meta Ads,6.49,37025,3.648937441324571
2025-07-21,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,11872,508,18.0,501.99,1960.87,Meta Ads,1.17,30024,3.9061933504651485
2025-07-22,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,19561,701,27.0,540.56,2216.82,Meta Ads,5.12,18521,4.100969365102857
2025-07-23,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,13865,469,13.0,527.59,2004.66,Meta Ads,7.89,11753,3.7996550351598777
2025-07-24,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,20081,409,14.0,453.25,1755.83,Meta Ads,7.63,9737,3.873866519580805
2025-07-25,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,14319,635,13.0,452.56,1542.89,Meta Ads,6.83,46337,3.4092496022626837
2025-07-26,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,12390,543,14.0,593.39,2162.55,Meta Ads,1.74,26248,3.644399130420129
2025-07-27,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,16761,813,19.0,596.97,2249.13,Meta Ads,7.96,32325,3.7675762601135734
2025-07-28,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,22655,649,13.0,539.96,2204.13,Meta Ads,5.27,26335,4.082024594414401
2025-07-29,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,8125,383,11.0,570.16,1770.5,Meta Ads,2.56,10536,3.105268696506244
2025-07-30,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,6693,318,6.0,458.7,1892.3,Meta Ads,5.72,32085,4.12535426204491
2025-07-31,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,13883,358,11.0,609.8,2062.73,Meta Ads,7.0,34287,3.3826336503771732
2025-08-01,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,16160,580,21.0,545.75,1996.36,Meta Ads,1.79,9000,3.6580119102152997
2025-08-02,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,18482,271,7.0,488.68,2133.24,Meta Ads,7.42,21589,4.365310632724891
2025-08-03,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,37865,510,18.0,444.77,1872.12,Meta Ads,7.44,16241,4.2091867706904695
2025-08-04,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,18162,465,10.0,639.46,1833.28,Meta Ads,1.09,29191,2.8669189628749256
2025-08-05,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,29783,509,13.0,458.87,2000.07,Meta Ads,7.3,33306,4.358685466471985
2025-08-06,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,47778,620,20.0,564.04,1760.73,Meta Ads,7.63,30624,3.1216403091979297
2025-08-07,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,12019,357,11.0,603.5,1744.1,Meta Ads,1.26,13967,2.8899751449875724
2025-08-08,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,9608,343,11.0,563.8,1676.43,Meta Ads,3.06,45574,2.9734480312167437
2025-08-09,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,42204,696,15.0,644.98,1974.15,Meta Ads,3.61,14246,3.0607925827157434
2025-08-10,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,51689,634,15.0,657.68,1876.6,Meta Ads,3.44,7467,2.8533633377934557
2025-08-11,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,7652,380,14.0,469.03,2169.19,Meta Ads,6.31,39839,4.624842760591007
2025-08-12,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,60510,840,27.0,645.21,1543.32,Meta Ads,3.51,15347,2.3919654066118006
2025-08-13,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,37085,441,12.0,470.54,2010.78,Meta Ads,7.7,2822,4.273345517915586
2025-08-14,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,19833,712,25.0,576.35,1433.62,Meta Ads,7.96,19408,2.48741216274833
2025-08-15,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,21462,363,10.0,547.74,1649.74,Meta Ads,3.22,16382,3.011903457844963
2025-08-16,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,22292,630,22.0,589.76,1811.97,Meta Ads,4.56,2184,3.07238537710255
2025-08-17,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,6651,289,10.0,479.73,1501.03,Meta Ads,4.9,15599,3.1289058428699477
2025-08-18,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,6686,323,12.0,527.83,1843.05,Meta Ads,5.06,17763,3.4917492374438734
2025-08-19,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,7950,330,11.0,524.23,1753.1,Meta Ads,3.62,33496,3.34414283806726
2025-08-20,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,17224,720,23.0,523.58,1362.6,Meta Ads,2.16,15760,2.6024676267237097
2025-08-21,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,16389,700,27.0,635.61,1484.42,Meta Ads,1.38,9807,2.335425811425245
2025-08-22,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,12613,478,10.0,442.6,1717.43,Meta Ads,1.74,34203,3.8803208314505198
2025-08-23,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,10430,517,18.0,564.7,1637.53,Meta Ads,7.31,38785,2.899822914822029
2025-08-24,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,25361,476,9.0,480.47,1542.6,Meta Ads,2.96,2547,3.2106062813495115
2025-08-25,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,17541,612,14.0,638.36,1698.23,Meta Ads,1.54,26710,2.66030139733066
2025-08-26,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,16788,342,11.0,562.61,1526.66,Meta Ads,5.36,42411,2.713531576047351
2025-08-27,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,7245,315,11.0,522.22,2062.1,Meta Ads,1.53,16773,3.948718930718854
2025-08-28,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,16391,361,7.0,560.77,2099.29,Meta Ads,1.49,5355,3.743584713875564
2025-08-29,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,6872,317,8.0,477.2,1597.69,Meta Ads,5.35,16157,3.348051131601006
2025-08-30,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,24503,595,22.0,577.89,1868.62,Meta Ads,5.14,16710,3.233521950544221
2025-08-31,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,18048,483,12.0,576.83,1847.16,Meta Ads,1.29,32571,3.2022606313818627
2025-09-01,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,11371,304,11.0,512.22,1965.61,Meta Ads,4.22,30879,3.8374331342001478
2025-09-02,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,9203,459,16.0,560.17,1623.36,Meta Ads,4.05,23702,2.8979773997179428
2025-09-03,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,0,0,0.0,0.0,0.0,Meta Ads,4.83,1711,
2025-09-04,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,11970,410,10.0,521.13,1843.54,Meta Ads,6.16,45649,3.537581793410473
2025-09-05,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,19439,563,16.0,560.6,1537.4,Meta Ads,2.98,22889,2.7424188369603995
2025-09-06,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,32035,557,20.0,506.45,1576.45,Meta Ads,4.03,32304,3.1127455819922996
2025-09-07,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,10797,493,18.0,550.78,1825.08,Meta Ads,6.55,8439,3.3136279458222884
2025-09-08,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,46832,863,27.0,659.27,1594.3,Meta Ads,7.46,29373,2.4182808257618276
2025-09-09,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,17410,416,13.0,627.03,2119.38,Meta Ads,7.24,48289,3.380029663652457
2025-09-10,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,20494,553,21.0,607.0,1892.82,Meta Ads,4.34,28275,3.11831960461285
2025-09-11,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,15264,761,29.0,637.35,1884.12,Meta Ads,4.65,39788,2.956177924217463
2025-09-12,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,11370,355,10.0,573.35,1740.1,Meta Ads,4.7,42126,3.0349699136653
2025-09-13,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,16979,522,16.0,637.45,1859.0,Meta Ads,7.08,40054,2.916307161345988
2025-09-14,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,13710,471,15.0,538.18,1368.65,Meta Ads,6.88,5588,2.543108253744101
2025-09-15,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,11703,324,9.0,492.51,1510.24,Meta Ads,3.18,19503,3.066414895129033
2025-09-16,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,11892,585,15.0,468.51,1702.81,Meta Ads,2.14,8511,3.63452220870419
2025-09-17,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,8368,328,8.0,559.79,1939.02,Meta Ads,3.65,23674,3.4638346522803194
2025-09-18,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,51145,626,24.0,472.39,1335.36,Meta Ads,3.02,39225,2.826816825080971
2025-09-19,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,14775,346,13.0,597.84,1773.02,Meta Ads,7.66,34876,2.965709888933494
2025-09-20,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,7692,335,7.0,570.04,1760.58,Meta Ads,2.86,12130,3.0885201038523613
2025-09-21,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,19659,433,,465.43,1497.84,Meta Ads,2.27,20238,3.218185333992222
2025-09-22,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,14137,496,12.0,497.32,1554.72,Meta Ads,7.3,20598,3.1261964127724604
2025-09-23,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,18627,345,12.0,449.99,1347.39,Meta Ads,1.61,43294,2.994266539256428
2025-09-24,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,8297,387,9.0,596.07,1716.22,Meta Ads,2.82,20824,2.879225594309393
2025-09-25,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,29062,631,18.0,608.07,1653.15,Meta Ads,4.07,6826,2.7186837041787952
2025-09-26,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,38790,516,13.0,487.75,1621.85,Meta Ads,5.17,35487,3.3251665812403894
2025-09-27,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,25234,373,14.0,569.56,1605.96,Meta Ads,3.29,3860,2.8196502563382264
2025-09-28,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,14840,425,16.0,499.93,1608.84,Meta Ads,4.47,42930,3.2181305382753584
2025-09-29,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,13321,591,13.0,589.17,1490.7,Meta Ads,2.39,45472,2.5301695605682575
2025-09-30,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,11264,489,13.0,473.59,1663.6,Meta Ads,5.02,1066,3.5127430900145695
2025-10-01,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,10948,443,9.0,610.04,1563.91,Meta Ads,3.85,25285,2.563618779096453
2025-10-02,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,14528,434,13.0,553.56,1665.32,Meta Ads,6.94,21229,3.0083821085338536
2025-10-03,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,17877,860,27.0,605.05,2113.64,Meta Ads,3.91,26413,3.493331129658706
2025-10-04,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,6500,295,10.0,496.53,2046.84,Meta Ads,4.11,18310,4.122288683463235
2025-10-05,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,8705,379,14.0,442.09,1478.81,Meta Ads,5.15,4605,3.3450428645750865
2025-10-06,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,18679,345,12.0,480.73,1656.29,Meta Ads,1.86,12577,3.445364341730285
2025-10-07,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,27083,571,12.0,470.03,1862.18,Meta Ads,2.1,25517,3.961832223475098
2025-10-08,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,22218,680,15.0,509.71,1759.78,Meta Ads,6.53,14239,3.4525122128269015
2025-10-09,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,16746,801,19.0,659.91,1577.22,Meta Ads,2.91,34901,2.3900531890712373
2025-10-10,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,11676,293,6.0,473.16,977.73,Meta Ads,5.79,22386,2.066383464367233
2025-10-11,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,34467,677,15.0,538.13,1532.73,Meta Ads,1.68,47511,2.8482522810473307
2025-10-12,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,19030,449,13.0,652.53,2089.56,Meta Ads,6.75,27965,3.202243575008046
2025-10-13,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,8673,303,10.0,512.83,1660.98,Meta Ads,7.92,18211,3.2388510812549964
2025-10-14,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,14464,512,19.0,527.14,1298.39,Meta Ads,3.62,11918,2.4630838107523623
2025-10-15,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,10758,409,13.0,440.31,1580.3,Meta Ads,4.54,38917,3.589062251595467
2025-10-16,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,10226,466,13.0,542.11,1485.04,Meta Ads,4.1,49600,2.7393702385124787
2025-10-17,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,12575,391,9.0,494.81,1259.75,Meta Ads,7.26,6091,2.54592671934682
2025-10-18,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,47467,521,20.0,483.0,1725.34,Meta Ads,1.07,33776,3.572132505175983
2025-10-19,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,0,0,0.0,0.0,0.0,Meta Ads,5.57,14263,
2025-10-20,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,11709,315,9.0,471.31,1688.42,Meta Ads,5.57,1978,3.582397997071991
2025-10-21,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,34867,809,21.0,592.28,1869.83,Meta Ads,3.68,21107,3.157003444316877
2025-10-22,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,15235,460,14.0,531.14,1576.88,Meta Ads,2.54,19474,2.9688594344240693
2025-10-23,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,57367,885,22.0,631.85,1702.32,Meta Ads,2.68,12368,2.6941837461422806
2025-10-24,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,19060,295,7.0,495.05,1405.1,Meta Ads,6.6,27423,2.838299161700838
2025-10-25,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,31122,397,11.0,477.15,1857.85,Meta Ads,1.46,20486,3.893639316776695
2025-10-26,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,13763,544,11.0,601.33,1989.14,Meta Ads,4.95,21137,3.307900819849334
2025-10-27,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,13761,649,16.0,652.34,1512.62,Meta Ads,3.15,37512,2.318760155747003
2025-10-28,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,19054,563,11.0,506.72,1866.69,Meta Ads,2.86,7930,3.6838688032838647
2025-10-29,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,17344,509,17.0,657.39,2071.12,Meta Ads,4.54,35556,3.1505194785439388
2025-10-30,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,8937,326,9.0,551.53,1558.23,Meta Ads,7.29,18626,2.8252860225191743
2025-10-31,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,52958,645,17.0,463.43,1821.99,Meta Ads,5.33,11199,3.9315322702457762
2025-11-01,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,16026,389,14.0,637.34,1673.32,Meta Ads,6.52,42072,2.6254746289264754
2025-11-02,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,28727,700,27.0,522.91,1942.34,Meta Ads,5.2,48835,3.714482415712073
2025-11-03,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,63209,646,,543.59,1476.04,Meta Ads,5.88,37534,2.715355322945602
2025-11-04,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,27028,463,11.0,596.09,1559.63,Meta Ads,4.03,7155,2.616433760002684
2025-11-05,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,14292,432,14.0,594.0,1556.24,Meta Ads,7.48,12734,2.61993265993266
2025-11-06,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,16774,394,9.0,659.29,1845.1,Meta Ads,4.51,2363,2.7986166937159673
2025-11-07,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,7695,316,11.0,471.98,1491.02,Meta Ads,4.86,12111,3.1590745370566546
2025-11-08,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,17996,440,10.0,493.17,2055.73,Meta Ads,4.67,29571,4.168400348764118
2025-11-09,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,16843,287,9.0,492.37,1732.83,Meta Ads,3.21,44253,3.519365517801653
2025-11-10,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,0,0,0.0,0.0,0.0,Meta Ads,2.62,49377,
2025-11-11,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,0,0,0.0,0.0,0.0,Meta Ads,1.52,40420,
2025-11-12,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,21262,763,19.0,634.81,1592.1,Meta Ads,6.03,37143,2.5079945180447694
2025-11-13,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,38161,529,16.0,517.04,1649.74,Meta Ads,3.02,13151,3.1907395946155037
2025-11-14,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,20945,470,9.0,632.68,1650.74,Meta Ads,3.72,17251,2.60912309540368
2025-11-15,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,21632,620,22.0,472.94,1834.27,Meta Ads,7.44,6632,3.878441239903582
2025-11-16,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,21963,435,11.0,539.61,1408.61,Meta Ads,4.97,4432,2.610422342061859
2025-11-17,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,12581,357,8.0,477.11,1593.7,Meta Ads,1.68,17074,3.3403198423843556
2025-11-18,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,18334,521,12.0,561.64,1632.59,Meta Ads,6.6,31763,2.9068264368634713
2025-11-19,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,40110,420,14.0,658.33,1978.97,Meta Ads,2.79,39206,3.006045600230887
2025-11-20,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,18626,392,8.0,508.03,1932.06,Meta Ads,4.87,15942,3.8030431273743677
2025-11-21,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,34973,455,9.0,502.34,2215.28,Meta Ads,4.57,16653,4.409921567066131
2025-11-22,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,16455,653,16.0,532.48,2088.7,Meta Ads,2.67,24036,3.9225886418269225
2025-11-23,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,12249,441,16.0,456.06,1772.09,Meta Ads,1.81,41456,3.885651010831908
2025-11-24,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,7054,342,7.0,615.5,2273.04,Meta Ads,2.48,6893,3.6929975629569456
2025-11-25,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,13342,615,18.0,638.46,2530.14,Meta Ads,1.68,18733,3.9628794286251288
2025-11-26,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,24069,303,10.0,455.01,2182.72,Meta Ads,2.93,30948,4.797081382826751
2025-11-27,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,8115,308,7.0,481.31,2145.67,Meta Ads,7.98,1307,4.457979264922815
2025-11-28,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,9328,425,13.0,454.43,1768.56,Meta Ads,3.81,10538,3.8918205224126927
2025-11-29,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,7763,380,14.0,467.61,1494.57,Meta Ads,7.05,14919,3.196189131968948
2025-11-30,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,23534,320,12.0,440.63,1629.43,Meta Ads,4.84,26442,3.697955200508363
2025-12-01,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,26210,583,19.0,618.5,1848.29,Meta Ads,5.67,8809,2.9883427647534355
2025-12-02,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,49939,514,13.0,530.7,1830.95,Meta Ads,2.09,39504,3.4500659506312417
2025-12-03,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,25852,391,14.0,505.36,1739.03,Meta Ads,2.92,46766,3.441170650625297
2025-12-04,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,15889,570,14.0,620.51,1603.65,Meta Ads,4.57,30986,2.58440637540088
2025-12-05,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,18376,376,10.0,579.9,1676.99,Meta Ads,7.17,41823,2.891860665632006
2025-12-06,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,6150,259,8.0,464.48,1780.41,Meta Ads,1.3,25093,3.833125215294523
2025-12-07,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,18116,556,20.0,650.87,2122.51,Meta Ads,4.55,32660,3.261035229769386
2025-12-08,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,17881,440,,621.75,1896.02,Meta Ads,1.36,41877,3.0494893445918776
2025-12-09,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,14006,483,18.0,482.83,1705.61,Meta Ads,4.2,47684,3.532526976368494
2025-12-10,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,19211,494,15.0,618.26,1723.49,Meta Ads,5.4,43472,2.787645974185618
2025-12-11,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,14363,375,10.0,495.71,1750.43,Meta Ads,6.21,16296,3.5311573298904606
2025-12-12,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,0,0,0.0,0.0,,Meta Ads,1.97,3283,
2025-12-13,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,0,0,0.0,0.0,0.0,Meta Ads,2.17,41320,
2025-12-14,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,32167,635,16.0,577.38,1491.09,Meta Ads,4.29,32080,2.582510651563961
2025-12-15,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,16557,306,9.0,472.82,1322.63,Meta Ads,7.99,45984,2.79732244828899
2025-12-16,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,12121,328,12.0,542.82,1927.68,Meta Ads,3.49,25518,3.5512324527467665
2025-12-17,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,11717,419,10.0,582.49,1825.97,Meta Ads,3.99,21162,3.1347662620817527
2025-12-18,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,26349,518,13.0,638.61,1752.22,Meta Ads,4.03,26443,2.743802947025571
2025-12-19,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,7605,377,7.0,527.17,1565.86,Meta Ads,1.56,2382,2.970313181706091
2025-12-20,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,15608,499,13.0,505.11,1379.48,Meta Ads,6.42,20998,2.7310486824652056
2025-12-21,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,25186,733,22.0,574.61,1694.6,Meta Ads,2.77,28438,2.949130714745653
2025-12-22,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,0,0,0.0,0.0,0.0,Meta Ads,5.93,24479,
2025-12-23,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,22808,430,16.0,509.51,1959.51,Meta Ads,4.33,10175,3.8458715236207337
2025-12-24,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,7821,289,9.0,488.61,1611.36,Meta Ads,5.28,25693,3.2978449069810276
2025-12-25,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,46801,871,32.0,617.38,1802.14,Meta Ads,1.38,36294,2.919012601639185
2025-12-26,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,37039,533,20.0,640.66,1780.11,Meta Ads,7.23,48780,2.7785564886211094
2025-12-27,Meta_Advantage_Plus_Shopping_v1,Advantage+ Shopping,13421,537,19.0,603.96,1744.9,Meta Ads,2.71,26794,2.889098615802371
