date,campaign,campaign_type,impressions,clicks,conversions,spend,revenue,channel,quality_score,avg_position,roas
2025-09-27,GA_PMax_All_v3,Performance Max,30923,367,9.0,687.39,1947.57,Google Ads,2.7,7.54,2.833282416095666
2025-09-28,GA_PMax_All_v3,Performance Max,11385,495,11.0,824.65,2104.74,Google Ads,8.7,5.92,2.552282786636755
2025-09-29,GA_PMax_All_v3,Performance Max,17922,307,9.0,567.74,1691.91,Google Ads,9.5,2.93,2.9800789093599183
2025-09-30,GA_PMax_All_v3,Performance Max,19784,501,12.0,800.57,2080.08,Google Ads,1.7,3.29,2.5982487477672156
2025-10-01,GA_PMax_All_v3,Performance Max,34398,350,11.0,804.05,1895.45,Google Ads,7.9,3.69,2.3573782724954917
2025-10-02,GA_PMax_All_v3,Performance Max,20039,289,6.0,636.68,1822.58,Google Ads,5.1,1.53,2.862631149085883
2025-10-03,GA_PMax_All_v3,Performance Max,19982,497,21.0,818.19,2299.94,Google Ads,4.5,6.17,2.811009667681101
2025-10-04,GA_PMax_All_v3,Performance Max,16055,385,19.0,628.35,1993.61,Google Ads,7.2,2.24,3.172769953051643
2025-10-05,GA_PMax_All_v3,Performance Max,17675,495,23.0,818.08,2135.93,Google Ads,3.4,6.64,2.6109060238607467
2025-10-06,GA_PMax_All_v3,Performance Max,21171,572,14.0,768.41,1795.15,Google Ads,1.2,6.92,2.3361877122890125
2025-10-07,GA_PMax_All_v3,Performance Max,10491,448,9.0,771.54,1682.8,Google Ads,2.9,5.47,2.1810923607330794
2025-10-08,GA_PMax_All_v3,Performance Max,22797,823,20.0,837.17,2198.14,Google Ads,2.7,6.39,2.6256793721705267
2025-10-09,GA_PMax_All_v3,Performance Max,11282,359,10.0,731.38,2122.17,Google Ads,1.3,2.2,2.901596981049523
2025-10-10,GA_PMax_All_v3,Performance Max,5919,258,8.0,601.24,1696.3,Google Ads,3.9,5.03,2.8213359057946907
2025-10-11,GA_PMax_All_v3,Performance Max,16986,453,10.0,725.27,1972.04,Google Ads,5.3,5.74,2.7190425634591255
2025-10-12,GA_PMax_All_v3,Performance Max,7592,357,10.0,580.37,2461.5,Google Ads,7.6,5.63,4.241259885934834
2025-10-13,GA_PMax_All_v3,Performance Max,15318,478,23.0,665.2,2325.69,Google Ads,3.9,1.82,3.496226698737222
2025-10-14,GA_PMax_All_v3,Performance Max,66825,689,27.0,792.77,2017.06,Google Ads,2.8,3.41,2.5443192855430956
2025-10-15,GA_PMax_All_v3,Performance Max,13460,408,18.0,693.08,1952.86,Google Ads,3.1,3.28,2.8176545276158595
2025-10-16,GA_PMax_All_v3,Performance Max,13684,299,13.0,698.84,1926.49,Google Ads,9.0,5.01,2.756696811859653
2025-10-17,GA_PMax_All_v3,Performance Max,11924,317,14.0,712.6,1738.68,Google Ads,2.8,6.36,2.4399101880437835
2025-10-18,GA_PMax_All_v3,Performance Max,40640,447,17.0,564.96,1226.29,Google Ads,8.9,4.99,2.1705784480317187
2025-10-19,GA_PMax_All_v3,Performance Max,10251,459,21.0,671.86,1866.3,Google Ads,5.0,6.28,2.7778108534516117
2025-10-20,GA_PMax_All_v3,Performance Max,8730,322,9.0,626.56,1683.12,Google Ads,9.4,1.69,2.6862870275791626
2025-10-21,GA_PMax_All_v3,Performance Max,13319,248,5.0,568.99,1627.59,Google Ads,4.7,7.15,2.860489639536723
2025-10-22,GA_PMax_All_v3,Performance Max,11862,408,10.0,839.6,2129.77,Google Ads,2.6,4.76,2.5366484040019057
2025-10-23,GA_PMax_All_v3,Performance Max,14544,481,17.0,763.31,2029.56,Google Ads,5.9,1.26,2.658893503294861
2025-10-24,GA_PMax_All_v3,Performance Max,9890,400,12.0,606.35,2139.39,Google Ads,6.3,5.5,3.5283087325801925
2025-10-25,GA_PMax_All_v3,Performance Max,9974,318,11.0,695.11,1761.28,Google Ads,6.7,4.62,2.5338147919034397
2025-10-26,GA_PMax_All_v3,Performance Max,18267,408,20.0,574.94,1490.7,Google Ads,4.7,2.54,2.592792291369534
2025-10-27,GA_PMax_All_v3,Performance Max,21747,357,16.0,807.66,2093.59,Google Ads,1.4,6.35,2.592167496223659
2025-10-28,GA_PMax_All_v3,Performance Max,13938,616,23.0,655.08,1438.2,Google Ads,6.6,7.53,2.1954570434145446
2025-10-29,GA_PMax_All_v3,Performance Max,12448,550,22.0,666.84,1583.17,Google Ads,9.4,3.26,2.3741377241917103
2025-10-30,GA_PMax_All_v3,Performance Max,0,0,0.0,0.0,0.0,Google Ads,9.6,4.46,
2025-10-31,GA_PMax_All_v3,Performance Max,16511,532,24.0,620.55,2234.54,Google Ads,6.4,1.9,3.6009024252679076
2025-11-01,GA_PMax_All_v3,Performance Max,44469,669,31.0,753.19,2042.87,Google Ads,1.2,7.51,2.712290391534672
2025-11-02,GA_PMax_All_v3,Performance Max,8173,354,14.0,670.03,1914.2,Google Ads,2.0,3.23,2.856887005059475
2025-11-03,GA_PMax_All_v3,Performance Max,12761,344,11.0,594.02,2081.19,Google Ads,8.5,2.36,3.503568903403926
2025-11-04,GA_PMax_All_v3,Performance Max,13014,553,23.0,702.58,2065.73,Google Ads,8.5,4.35,2.9402060975262603
2025-11-05,GA_PMax_All_v3,Performance Max,9471,406,18.0,750.16,1960.52,Google Ads,9.5,1.3,2.6134691265863284
2025-11-06,GA_PMax_All_v3,Performance Max,6070,257,8.0,594.24,1534.39,Google Ads,6.1,2.77,2.582104873451804
2025-11-07,GA_PMax_All_v3,Performance Max,0,0,0.0,0.0,0.0,Google Ads,8.8,1.47,
2025-11-08,GA_PMax_All_v3,Performance Max,19518,419,9.0,698.73,1735.48,Google Ads,8.4,1.89,2.483763399310177
2025-11-09,GA_PMax_All_v3,Performance Max,10620,395,18.0,778.82,2178.21,Google Ads,6.3,1.79,2.7968079915770008
2025-11-10,GA_PMax_All_v3,Performance Max,10369,379,14.0,787.09,2066.22,Google Ads,8.1,7.11,2.62513816717275
2025-11-11,GA_PMax_All_v3,Performance Max,0,0,0.0,0.0,0.0,Google Ads,2.1,7.51,
2025-11-12,GA_PMax_All_v3,Performance Max,11533,518,14.0,779.64,2180.41,Google Ads,6.8,4.32,2.7966882150736234
2025-11-13,GA_PMax_All_v3,Performance Max,18041,654,17.0,783.16,1946.21,Google Ads,9.6,5.41,2.485073292813729
2025-11-14,GA_PMax_All_v3,Performance Max,38550,437,10.0,667.81,2203.65,Google Ads,2.5,5.87,3.2998158158757733
2025-11-15,GA_PMax_All_v3,Performance Max,10062,491,12.0,668.0,8962.2,Google Ads,7.7,3.74,13.416467065868265
2025-11-16,GA_PMax_All_v3,Performance Max,7420,238,5.0,567.0,1828.72,Google Ads,3.9,3.59,3.2252557319223984
2025-11-17,GA_PMax_All_v3,Performance Max,46053,592,13.0,636.74,1886.27,Google Ads,8.4,5.73,2.9623865313942894
2025-11-18,GA_PMax_All_v3,Performance Max,8336,322,15.0,772.96,1737.7,Google Ads,7.3,3.64,2.248111157110329
2025-11-19,GA_PMax_All_v3,Performance Max,14680,513,19.0,807.71,1543.76,Google Ads,9.3,5.07,1.911280038627725
2025-11-20,GA_PMax_All_v3,Performance Max,20500,494,11.0,694.88,2312.36,Google Ads,7.4,4.61,3.327711259498043
2025-11-21,GA_PMax_All_v3,Performance Max,0,0,0.0,0.0,0.0,Google Ads,4.7,4.67,
2025-11-22,GA_PMax_All_v3,Performance Max,18167,624,29.0,788.14,1993.74,Google Ads,1.1,6.81,2.529677468470069
2025-11-23,GA_PMax_All_v3,Performance Max,11954,530,15.0,826.08,2350.24,Google Ads,8.1,5.93,2.845051326748014
2025-11-24,GA_PMax_All_v3,Performance Max,12626,547,20.0,839.61,,Google Ads,4.7,7.72,
2025-11-25,GA_PMax_All_v3,Performance Max,0,0,0.0,0.0,0.0,Google Ads,7.0,6.54,
2025-11-26,GA_PMax_All_v3,Performance Max,27655,619,16.0,654.28,2523.86,Google Ads,1.9,2.02,3.8574616372195396
2025-11-27,GA_PMax_All_v3,Performance Max,28348,552,13.0,732.73,2397.87,Google Ads,9.0,6.17,3.2725151147080096
2025-11-28,GA_PMax_All_v3,Performance Max,27770,643,26.0,700.71,2343.98,Google Ads,4.9,5.66,3.3451499193674987
2025-11-29,GA_PMax_All_v3,Performance Max,8488,400,17.0,742.98,2453.17,Google Ads,9.3,5.52,3.3017981641497753
2025-11-30,GA_PMax_All_v3,Performance Max,17607,269,6.0,633.12,2315.06,Google Ads,7.4,4.37,3.6565895880717716
2025-12-01,GA_PMax_All_v3,Performance Max,12979,460,11.0,698.74,2045.63,Google Ads,2.1,1.44,2.9275982482754674
2025-12-02,GA_PMax_All_v3,Performance Max,9605,361,8.0,825.86,2292.38,Google Ads,6.2,7.66,2.77574891628121
2025-12-03,GA_PMax_All_v3,Performance Max,11106,420,9.0,674.48,1531.63,Google Ads,9.2,6.96,2.2708308622939155
2025-12-04,GA_PMax_All_v3,Performance Max,19207,340,10.0,630.77,2527.32,Google Ads,8.2,4.41,4.006721943022021
2025-12-05,GA_PMax_All_v3,Performance Max,36232,665,27.0,768.64,1895.8,Google Ads,4.8,2.11,2.4664342214820985
2025-12-06,GA_PMax_All_v3,Performance Max,8635,333,13.0,645.9,2311.54,Google Ads,9.6,6.77,3.578789286267224
2025-12-07,GA_PMax_All_v3,Performance Max,7834,387,11.0,641.93,1802.12,Google Ads,3.4,4.01,2.807346595423177
2025-12-08,GA_PMax_All_v3,Performance Max,11071,437,19.0,787.93,1851.98,Google Ads,4.4,3.73,2.3504372215805973
2025-12-09,GA_PMax_All_v3,Performance Max,8079,352,15.0,620.37,1820.6,Google Ads,7.7,5.66,2.934700259522543
2025-12-10,GA_PMax_All_v3,Performance Max,16135,440,12.0,814.72,1810.83,Google Ads,3.1,6.31,2.222640907305577
2025-12-11,GA_PMax_All_v3,Performance Max,62738,683,13.0,737.53,,Google Ads,5.6,1.44,
2025-12-12,GA_PMax_All_v3,Performance Max,14970,226,6.0,562.34,1690.47,Google Ads,7.6,6.37,3.006135078422307
2025-12-13,GA_PMax_All_v3,Performance Max,10873,353,10.0,712.76,1764.71,Google Ads,6.8,6.14,2.475882484987934
2025-12-14,GA_PMax_All_v3,Performance Max,12098,329,12.0,760.16,2141.43,Google Ads,2.4,5.12,2.817077983582404
2025-12-15,GA_PMax_All_v3,Performance Max,42331,733,36.0,739.64,,Google Ads,6.7,3.37,
2025-12-16,GA_PMax_All_v3,Performance Max,33712,576,18.0,691.67,1888.87,Google Ads,6.2,2.15,2.7308832246591583
2025-12-17,GA_PMax_All_v3,Performance Max,18161,265,13.0,661.82,1553.98,Google Ads,6.0,1.72,2.3480402526366686
2025-12-18,GA_PMax_All_v3,Performance Max,17079,560,19.0,763.27,1841.68,Google Ads,8.4,1.01,2.412881418108926
2025-12-19,GA_PMax_All_v3,Performance Max,11690,424,20.0,622.05,1794.21,Google Ads,2.7,2.45,2.884350132625995
2025-12-20,GA_PMax_All_v3,Performance Max,27185,451,21.0,682.18,1780.78,Google Ads,7.8,3.88,2.6104254009205783
2025-12-21,GA_PMax_All_v3,Performance Max,5536,259,11.0,571.8,2055.12,Google Ads,7.8,2.71,3.5941238195173137
2025-12-22,GA_PMax_All_v3,Performance Max,59285,622,15.0,709.3,2245.37,Google Ads,7.5,3.16,3.165613985619625
2025-12-23,GA_PMax_All_v3,Performance Max,28910,362,17.0,726.22,2032.5,Google Ads,5.6,3.73,2.798738674230949
2025-12-24,GA_PMax_All_v3,Performance Max,10756,350,14.0,812.84,2105.4,Google Ads,4.6,3.16,2.590177648737759
2025-12-25,GA_PMax_All_v3,Performance Max,9572,386,16.0,593.6,1795.2,Google Ads,4.6,6.07,3.024258760107817
2025-12-26,GA_PMax_All_v3,Performance Max,0,0,0.0,0.0,0.0,Google Ads,7.6,4.44,
2025-12-27,GA_PMax_All_v3,Performance Max,0,0,0.0,0.0,0.0,Google Ads,5.5,1.14,
2025-12-28,GA_PMax_All_v3,Performance Max,11412,491,19.0,736.05,1924.6,Google Ads,4.0,2.59,2.6147680184770055
2025-12-29,GA_PMax_All_v3,Performance Max,11321,501,19.0,822.3,1996.24,Google Ads,6.6,5.97,2.4276298188009244
2025-12-30,GA_PMax_All_v3,Performance Max,15733,510,14.0,697.37,1779.44,Google Ads,8.5,3.11,2.551644034013508
2025-12-31,GA_PMax_All_v3,Performance Max,20655,619,14.0,671.43,1979.32,Google Ads,1.6,7.44,2.9479171320912085
2026-01-01,GA_PMax_All_v3,Performance Max,16001,596,29.0,654.35,1731.45,Google Ads,9.7,5.99,2.646060976541606
2026-01-02,GA_PMax_All_v3,Performance Max,10887,317,13.0,676.89,1989.57,Google Ads,1.9,3.03,2.9392811239640118
2026-01-03,GA_PMax_All_v3,Performance Max,0,0,0.0,0.0,0.0,Google Ads,5.6,4.61,
2026-01-04,GA_PMax_All_v3,Performance Max,5782,260,12.0,616.88,2036.71,Google Ads,6.0,5.67,3.3016307871871353
2026-01-05,GA_PMax_All_v3,Performance Max,12668,623,14.0,839.38,2048.22,Google Ads,2.2,2.35,2.4401582120136287
2026-01-06,GA_PMax_All_v3,Performance Max,22280,638,13.0,642.89,1971.86,Google Ads,9.2,2.72,3.0671810107483393
2026-01-07,GA_PMax_All_v3,Performance Max,28867,503,15.0,626.84,1706.72,Google Ads,5.2,4.55,2.7227362644374957
2026-01-08,GA_PMax_All_v3,Performance Max,50243,685,23.0,781.82,1976.49,Google Ads,2.3,7.47,2.528062725435522
2026-01-09,GA_PMax_All_v3,Performance Max,10881,423,15.0,596.1,1755.65,Google Ads,7.4,3.41,2.9452273108538836
2026-01-10,GA_PMax_All_v3,Performance Max,18018,780,31.0,838.14,2204.36,Google Ads,7.0,3.81,2.6300618035173122
2026-01-11,GA_PMax_All_v3,Performance Max,7656,336,16.0,796.98,,Google Ads,9.7,2.33,
2026-01-12,GA_PMax_All_v3,Performance Max,7847,354,11.0,646.73,2035.28,Google Ads,5.0,5.15,3.1470319917121516
2026-01-13,GA_PMax_All_v3,Performance Max,11345,396,12.0,588.01,1784.35,Google Ads,3.4,6.18,3.034557235421166
2026-01-14,GA_PMax_All_v3,Performance Max,12571,361,17.0,604.28,1927.45,Google Ads,1.5,4.08,3.189663732044748
2026-01-15,GA_PMax_All_v3,Performance Max,16323,548,17.0,637.01,1894.12,Google Ads,7.6,6.25,2.973454105901006
2026-01-16,GA_PMax_All_v3,Performance Max,20973,294,14.0,637.19,1859.52,Google Ads,6.6,3.12,2.918313218977071
2026-01-17,GA_PMax_All_v3,Performance Max,30981,409,16.0,603.57,1963.39,Google Ads,9.8,5.95,3.2529615454711136
2026-01-18,GA_PMax_All_v3,Performance Max,12891,350,16.0,627.85,1852.85,Google Ads,7.4,2.81,2.951102970454726
2026-01-19,GA_PMax_All_v3,Performance Max,10093,353,9.0,803.55,2141.55,Google Ads,9.4,6.46,2.665111069628524
2026-01-20,GA_PMax_All_v3,Performance Max,17647,459,10.0,580.35,1795.18,Google Ads,9.9,6.81,3.0932713018006375
2026-01-21,GA_PMax_All_v3,Performance Max,20271,661,28.0,721.54,1922.81,Google Ads,4.9,6.58,2.66486958449982
2026-01-22,GA_PMax_All_v3,Performance Max,9682,390,11.0,685.41,2018.54,Google Ads,2.4,2.51,2.945011015304708
2026-01-23,GA_PMax_All_v3,Performance Max,17073,312,11.0,712.29,1570.05,Google Ads,2.8,5.86,2.2042286147496104
2026-01-24,GA_PMax_All_v3,Performance Max,8295,324,10.0,734.58,2006.45,Google Ads,3.9,4.77,2.7314247597266466
2026-01-25,GA_PMax_All_v3,Performance Max,9731,392,15.0,586.75,1768.6,Google Ads,5.6,7.9,3.014230933106093
2026-01-26,GA_PMax_All_v3,Performance Max,23202,347,11.0,769.87,1783.45,Google Ads,2.1,3.53,2.316559938690948
2026-01-27,GA_PMax_All_v3,Performance Max,13415,364,17.0,718.04,2030.35,Google Ads,3.7,6.4,2.8276279872987575
2026-01-28,GA_PMax_All_v3,Performance Max,9947,284,8.0,652.79,2233.24,Google Ads,3.8,3.59,3.4210695629528636
2026-01-29,GA_PMax_All_v3,Performance Max,9149,292,7.0,676.22,1907.16,Google Ads,1.0,3.78,2.820324746384313
2026-01-30,GA_PMax_All_v3,Performance Max,25023,302,11.0,566.71,1996.04,Google Ads,4.2,1.78,3.5221541882091367
2026-01-31,GA_PMax_All_v3,Performance Max,10447,334,12.0,619.09,2109.88,Google Ads,2.0,2.68,3.4080343730313847
2026-02-01,GA_PMax_All_v3,Performance Max,15205,527,23.0,636.45,1589.61,Google Ads,4.9,2.15,2.497619608767381
2026-02-02,GA_PMax_All_v3,Performance Max,14990,307,9.0,612.22,1998.33,Google Ads,2.8,2.11,3.2640717389173823
2026-02-03,GA_PMax_All_v3,Performance Max,14222,574,26.0,834.25,2145.96,Google Ads,8.4,1.06,2.5723224453101587
2026-02-04,GA_PMax_All_v3,Performance Max,7195,308,8.0,643.18,1928.81,Google Ads,1.7,6.56,2.998865014459405
2026-02-05,GA_PMax_All_v3,Performance Max,11790,490,21.0,838.77,2012.31,Google Ads,8.8,4.28,2.3991201402053006
2026-02-06,GA_PMax_All_v3,Performance Max,6691,314,9.0,772.8,2532.72,Google Ads,6.2,6.63,3.277329192546584
2026-02-07,GA_PMax_All_v3,Performance Max,9149,316,10.0,635.42,,Google Ads,5.1,5.29,
2026-02-08,GA_PMax_All_v3,Performance Max,7530,332,7.0,636.31,2229.67,Google Ads,5.9,6.82,3.5040624852666156
2026-02-09,GA_PMax_All_v3,Performance Max,12538,363,9.0,728.38,1820.28,Google Ads,4.4,4.53,2.499080150470908
2026-02-10,GA_PMax_All_v3,Performance Max,0,0,0.0,0.0,0.0,Google Ads,2.1,1.66,
2026-02-11,GA_PMax_All_v3,Performance Max,15887,346,13.0,696.48,1611.59,Google Ads,7.9,5.32,2.3139070755800595
2026-02-12,GA_PMax_All_v3,Performance Max,11288,360,13.0,563.82,1674.51,Google Ads,9.4,5.74,2.969937214004469
2026-02-13,GA_PMax_All_v3,Performance Max,8098,325,14.0,624.73,1880.28,Google Ads,9.6,5.39,3.00974821122725
2026-02-14,GA_PMax_All_v3,Performance Max,18455,675,33.0,714.95,2216.61,Google Ads,7.0,6.61,3.10037065529058
2026-02-15,GA_PMax_All_v3,Performance Max,0,0,0.0,0.0,0.0,Google Ads,4.7,6.12,
2026-02-16,GA_PMax_All_v3,Performance Max,11757,312,11.0,729.55,1946.4,Google Ads,5.3,4.03,2.6679459941059562
2026-02-17,GA_PMax_All_v3,Performance Max,9273,282,10.0,580.35,1827.3,Google Ads,6.9,6.73,3.148617213750323
2026-02-18,GA_PMax_All_v3,Performance Max,24658,406,17.0,681.46,1602.82,Google Ads,8.4,5.84,2.3520382707715783
2026-02-19,GA_PMax_All_v3,Performance Max,28584,435,19.0,641.99,2188.96,Google Ads,4.4,1.84,3.4096481253602082
2026-02-20,GA_PMax_All_v3,Performance Max,18873,573,22.0,773.55,1609.71,Google Ads,9.3,4.78,2.08093853015319
2026-02-21,GA_PMax_All_v3,Performance Max,14470,429,14.0,837.65,2343.46,Google Ads,3.9,6.1,2.7976601205754195
2026-02-22,GA_PMax_All_v3,Performance Max,22985,676,17.0,751.09,1928.08,Google Ads,5.8,4.87,2.5670425648058153
2026-02-23,GA_PMax_All_v3,Performance Max,16181,518,11.0,779.74,,Google Ads,9.7,7.64,
2026-02-24,GA_PMax_All_v3,Performance Max,5639,259,11.0,635.96,1990.7,Google Ads,9.4,1.71,3.1302283162463045
2026-02-25,GA_PMax_All_v3,Performance Max,12798,566,12.0,653.44,1678.3,Google Ads,7.3,6.06,2.5684071988246813
2026-02-26,GA_PMax_All_v3,Performance Max,8093,333,13.0,819.63,2075.56,Google Ads,3.9,6.77,2.5323133609067505
2026-02-27,GA_PMax_All_v3,Performance Max,15632,353,13.0,777.32,2050.98,Google Ads,3.0,5.92,2.638527247465651
2026-02-28,GA_PMax_All_v3,Performance Max,25063,623,26.0,717.11,2451.57,Google Ads,1.7,3.7,3.418680537156085
2026-03-01,GA_PMax_All_v3,Performance Max,6345,298,7.0,571.03,1903.3,Google Ads,7.4,3.7,3.3330998371364027
2026-03-02,GA_PMax_All_v3,Performance Max,10746,366,15.0,581.75,1790.16,Google Ads,5.5,5.11,3.0771981091534166
2026-03-03,GA_PMax_All_v3,Performance Max,23225,431,21.0,748.06,2432.97,Google Ads,6.2,3.78,3.252372804320509
2026-03-04,GA_PMax_All_v3,Performance Max,44944,470,10.0,677.0,2288.9,Google Ads,5.3,7.18,3.3809453471196456
2026-03-05,GA_PMax_All_v3,Performance Max,13476,273,9.0,679.69,2299.07,Google Ads,5.3,1.77,3.382527328635113
2026-03-06,GA_PMax_All_v3,Performance Max,15306,514,24.0,809.54,1953.72,Google Ads,6.1,5.47,2.4133705561182897
2026-03-07,GA_PMax_All_v3,Performance Max,9170,277,7.0,656.46,2161.52,Google Ads,9.2,1.94,3.292691100752521
2026-03-08,GA_PMax_All_v3,Performance Max,18177,410,12.0,828.43,2397.24,Google Ads,1.3,4.78,2.893714616805282
2026-03-09,GA_PMax_All_v3,Performance Max,44617,461,11.0,751.58,2556.48,Google Ads,8.2,6.01,3.401474227627132
2026-03-10,GA_PMax_All_v3,Performance Max,26199,380,16.0,831.62,1860.43,Google Ads,4.5,2.16,2.2371155094875066
2026-03-11,GA_PMax_All_v3,Performance Max,9360,424,21.0,815.38,2314.9,Google Ads,7.7,5.93,2.8390443719492753
2026-03-12,GA_PMax_All_v3,Performance Max,29420,675,26.0,827.84,13080.150000000001,Google Ads,9.5,1.98,15.800335813683805
2026-03-13,GA_PMax_All_v3,Performance Max,23711,385,17.0,655.54,2157.37,Google Ads,3.8,5.34,3.2909814809164963
2026-03-14,GA_PMax_All_v3,Performance Max,14813,342,9.0,781.19,2372.03,Google Ads,1.8,4.54,3.0364315979467222
2026-03-15,GA_PMax_All_v3,Performance Max,20238,320,13.0,710.39,1911.96,Google Ads,3.1,3.09,2.6914230211573926
2026-03-16,GA_PMax_All_v3,Performance Max,39798,641,24.0,689.87,2509.89,Google Ads,3.0,1.78,3.63820719845768
2026-03-17,GA_PMax_All_v3,Performance Max,46394,557,25.0,792.56,1864.35,Google Ads,7.7,6.15,2.3523140203896236
2026-03-18,GA_PMax_All_v3,Performance Max,8163,315,6.0,671.05,2333.75,Google Ads,1.6,3.67,3.47775873630877
2026-03-19,GA_PMax_All_v3,Performance Max,16017,481,17.0,707.64,2165.96,Google Ads,1.5,1.61,3.060821886835114
2026-03-20,GA_PMax_All_v3,Performance Max,20310,415,20.0,697.08,2412.43,Google Ads,7.2,6.41,3.4607649050324207
2026-03-21,GA_PMax_All_v3,Performance Max,8724,376,17.0,751.17,2066.07,Google Ads,6.0,2.63,2.7504692679420106
2026-03-22,GA_PMax_All_v3,Performance Max,15776,491,20.0,660.83,2269.73,Google Ads,4.8,6.16,3.434665496421167
2026-03-23,GA_PMax_All_v3,Performance Max,22993,270,5.0,675.14,1925.61,Google Ads,6.2,4.95,2.852163995615724
2026-03-24,GA_PMax_All_v3,Performance Max,17942,252,6.0,620.83,2160.39,Google Ads,7.6,2.36,3.479841502504711
2026-03-25,GA_PMax_All_v3,Performance Max,5537,272,8.0,591.42,2319.42,Google Ads,1.9,1.53,3.9217814750938422
2026-03-26,GA_PMax_All_v3,Performance Max,8979,303,10.0,681.64,2823.3,Google Ads,6.0,5.15,4.141922422393052
2026-03-27,GA_PMax_All_v3,Performance Max,5631,256,5.0,634.86,2164.65,Google Ads,8.4,1.18,3.4096493715149796
2026-03-28,GA_PMax_All_v3,Performance Max,24218,479,12.0,717.44,2312.47,Google Ads,4.3,1.46,3.2232242417484382
2026-03-29,GA_PMax_All_v3,Performance Max,22498,334,9.0,793.2,2537.0,Google Ads,7.9,5.92,3.1984367120524455
2026-03-30,GA_PMax_All_v3,Performance Max,6045,258,5.0,561.7,2447.36,Google Ads,8.6,4.77,4.357058928253516
2026-03-31,GA_PMax_All_v3,Performance Max,17781,480,16.0,644.15,2204.94,Google Ads,8.4,3.28,3.423022587906544
2026-04-01,GA_PMax_All_v3,Performance Max,30256,468,12.0,640.89,2114.34,Google Ads,6.9,4.77,3.29906848289098
2026-04-02,GA_PMax_All_v3,Performance Max,15995,347,14.0,714.37,2641.64,Google Ads,7.5,5.14,3.6978596525609975
2026-04-03,GA_PMax_All_v3,Performance Max,30814,417,11.0,652.49,2012.28,Google Ads,8.1,4.96,3.0840012873760516
2026-04-04,GA_PMax_All_v3,Performance Max,15043,595,13.0,792.44,2241.49,Google Ads,7.6,5.5,2.8285927010246827
2026-04-05,GA_PMax_All_v3,Performance Max,30710,472,14.0,619.23,2504.36,Google Ads,5.1,7.58,4.044313098525588
2026-04-06,GA_PMax_All_v3,Performance Max,7188,292,10.0,580.77,,Google Ads,2.4,3.72,
2026-04-07,GA_PMax_All_v3,Performance Max,6651,321,12.0,795.22,,Google Ads,3.8,3.11,
2026-04-08,GA_PMax_All_v3,Performance Max,25448,415,20.0,616.41,2788.28,Google Ads,2.9,1.27,4.523417854999108
2026-04-09,GA_PMax_All_v3,Performance Max,8313,284,9.0,704.58,2077.87,Google Ads,4.3,2.03,2.949090238156064
2026-04-10,GA_PMax_All_v3,Performance Max,27332,291,9.0,575.27,1650.34,Google Ads,5.4,1.74,2.868809428616128
2026-04-11,GA_PMax_All_v3,Performance Max,0,0,0.0,0.0,,Google Ads,9.6,3.35,
2026-04-12,GA_PMax_All_v3,Performance Max,15207,505,12.0,742.92,2313.92,Google Ads,9.6,5.27,3.114628762181662
2026-04-13,GA_PMax_All_v3,Performance Max,13923,666,21.0,745.29,2369.26,Google Ads,7.9,1.32,3.1789773108454433
2026-04-14,GA_PMax_All_v3,Performance Max,14491,539,20.0,620.96,2354.62,Google Ads,9.8,6.09,3.791902860087606
2026-04-15,GA_PMax_All_v3,Performance Max,14945,516,20.0,740.02,2157.69,Google Ads,10.0,3.78,2.9157184940947545
2026-04-16,GA_PMax_All_v3,Performance Max,10825,362,16.0,708.68,2471.56,Google Ads,9.0,7.74,3.4875543263532203
2026-04-17,GA_PMax_All_v3,Performance Max,12618,492,21.0,778.01,2726.14,Google Ads,1.7,4.98,3.5039909512731198
2026-04-18,GA_PMax_All_v3,Performance Max,11352,482,23.0,576.67,2506.37,Google Ads,4.8,6.4,4.346281235368582
2026-04-19,GA_PMax_All_v3,Performance Max,21988,561,20.0,590.72,1936.04,Google Ads,5.8,7.03,3.2774241603466954
2026-04-20,GA_PMax_All_v3,Performance Max,5757,247,10.0,588.3,2752.63,Google Ads,2.1,7.22,4.678956314805372
2026-04-21,GA_PMax_All_v3,Performance Max,5656,256,10.0,620.62,2668.6,Google Ads,8.3,4.63,4.299893654732364
2026-04-22,GA_PMax_All_v3,Performance Max,39970,450,10.0,738.84,2327.5,Google Ads,2.3,3.78,3.150208434843809
2026-04-23,GA_PMax_All_v3,Performance Max,18452,532,18.0,754.73,3186.6,Google Ads,4.4,4.92,4.22217216753011
2026-04-24,GA_PMax_All_v3,Performance Max,8686,398,15.0,668.76,3079.93,Google Ads,1.6,3.81,4.605433937436449
2026-04-25,GA_PMax_All_v3,Performance Max,25549,339,13.0,802.55,2325.29,Google Ads,5.7,2.69,2.8973771104604076
2026-04-26,GA_PMax_All_v3,Performance Max,6916,307,12.0,597.91,2208.17,Google Ads,6.4,3.27,3.6931477981636034
2026-04-27,GA_PMax_All_v3,Performance Max,16209,535,25.0,823.38,2290.27,Google Ads,7.6,2.63,2.7815467949185066
2026-04-28,GA_PMax_All_v3,Performance Max,23289,734,16.0,766.69,2361.68,Google Ads,4.1,2.89,3.080358423874056
2026-04-29,GA_PMax_All_v3,Performance Max,17965,470,19.0,761.26,2875.98,Google Ads,6.3,1.66,3.7779208154901087
